trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.5, 'e': 0.19262692343607835}",20,15,-1.480510744599604,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
184,False,"{'a': 0.5, 'e': 0.19090105916394634}",20,11,-38.50708798366867,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
185,False,"{'a': 0.5, 'e': 0.18919065798198206}",25,12,12.241759248023357,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.18749558134675456}",25,11,-112.96144414270994,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 3}",1
187,False,"{'a': 0.5, 'e': 0.18581569195612968}",30,14,20.126941462895335,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.1841508537381482}",30,14,14.324653050670081,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.18250093184000432}",20,7,10.111887380224516,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.1808657926171221}",20,4,13.848397800089565,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.17924530362233052}",25,13,11.204666907183,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.17763933359513498}",25,13,26.63670222865251,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.1760477524510852}",25,12,-29.26918590177017,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
194,False,"{'a': 0.5, 'e': 0.17447043127123835}",35,4,28.089388358053267,"{0: 29, 1: 1, 2: 1, 3: 0, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.1729072422917164}",25,18,1.167340321965351,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.17135805889335742}",25,8,0.4919293945815635,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.169822755591459}",20,12,10.857657379646474,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.1683012080256144}",20,0,-11.315621349071389,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
199,False,"{'a': 0.5, 'e': 0.16679329294963877}",20,6,9.818303413931897,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.16529888822158656}",30,13,7.309957310485263,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
201,False,"{'a': 0.5, 'e': 0.16381787279385768}",20,8,-43.12916871009301,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
202,False,"{'a': 0.5, 'e': 0.16235012670339283}",20,12,13.88963748380747,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.16089553106195606}",20,14,7.473718478701411,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.5, 'e': 0.15945396804650522}",25,17,14.17815158042512,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.15802532088964782}",25,12,25.701191409104837,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.15660947387018306}",20,6,24.007773076320962,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.15520631230372825}",25,1,-12.088183787889134,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 1}",1
208,False,"{'a': 0.5, 'e': 0.15381572253342932}",25,20,8.590081931939306,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.15243759192075457}",25,13,12.0442261672483,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.15107180883637086}",20,8,20.96166461147895,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.14971826265110166}",25,14,12.161201616519897,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.14837684372696586}",25,16,10.977746882904901,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.14704744340829723}",35,20,-5.6070387828342145,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
214,False,"{'a': 0.5, 'e': 0.14572995401294303}",25,18,13.52227728141849,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.144424268823542}",20,13,2.5896686471367687,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.5, 'e': 0.14313028207887982}",35,25,16.142796838797867,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.14184788896532274}",20,12,6.932477951933629,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.14057698560832743}",20,14,10.13026574206594,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.139317469064027}",35,22,18.69069865851094,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.5, 'e': 0.13806923731089285}",20,12,2.073077700062848,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.1368321892414704}",25,20,11.068020205363077,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.13560622465418973}",25,15,7.031507053796052,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.13439124424524895}",25,18,0.4286200347309379,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.1331871496005706}",20,9,20.10954848823279,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.13199384318783022}",20,0,18.760475777021185,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.13081122834855588}",25,11,27.204921666437432,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.129639209290299}",20,11,11.31343027793016,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.12847769107887502}",25,7,5.545233513404585,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.12732657963067387}",30,17,10.87654252416166,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.12618578170503877}",30,20,17.917752894809123,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.5, 'e': 0.12505520489671404}",30,24,10.65124327285254,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.12393475762836008}",30,13,-6.815046995386522,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
233,False,"{'a': 0.5, 'e': 0.12282434914313546}",20,5,-23.951459304613177,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
234,False,"{'a': 0.5, 'e': 0.12172388949734589}",20,12,15.758649868719132,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.12063328955315832}",30,16,26.574769660322122,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.11955246097138099}",20,9,19.514711459116306,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.11848131620430775}",20,14,11.262054793508296,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.11741976848862698}",30,0,51.14018821288794,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
239,False,"{'a': 0.5, 'e': 0.11636773183839319}",30,16,-19.88314803649089,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
240,False,"{'a': 0.5, 'e': 0.11532512103806256}",25,10,23.58583910292713,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.11429185163559014}",25,19,4.13913025813633,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.11326783993558948}",20,6,21.359377391006493,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.11225300299255297}",25,12,8.887318224552912,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.11124725860413336}",20,13,11.708372316253753,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.11025052530448527}",25,13,-17.844784659389376,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
246,False,"{'a': 0.5, 'e': 0.10926272235766643}",30,11,35.80491682632746,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.10828376975109819}",30,23,13.502363357762354,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.5, 'e': 0.10731358818908407}",25,8,11.347411143668698,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.10635209908638715}",25,20,8.81079532566898,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.10539922456186433}",25,18,14.592762770002013,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.10445488743215826}",25,13,12.250469033858115,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.10351901120544506}",25,20,8.684831621580253,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.10259152007523867}",25,11,11.03576756911996,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.1016723389142504}",20,10,15.077389000175355,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.10076139326830373}",25,14,1.734122506810984,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.09985860935030323}",35,22,10.386697764122854,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.09896391403425794}",25,20,9.305451335724843,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.0980772348493581}",20,16,6.391497614415048,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.09719849997410487}",25,8,25.35018690831709,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.09632763823049303}",25,15,6.1901190736832525,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.09546457907824514}",20,12,14.612205172017907,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.09460925260909797}",25,20,8.80001835943677,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.09376158954113986}",20,15,8.867367336869703,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.0929215212131989}",20,9,4.804653239043487,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.0920889795792812}",20,11,16.985998324398913,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.09126389720305919}",25,16,13.98008166275933,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.09044620725240926}",25,13,21.681956202077316,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.08963584349399842}",25,19,10.09684495789136,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.08883274028791913}",20,16,8.834508396993693,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.08803683258237259}",25,15,20.054599917166197,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.08724805590839949}",30,18,21.180319776043927,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.08646634637465792}",30,20,19.90312550474238,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.08569164066224835}",25,15,18.675455836644524,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.08492387601958445}",20,6,16.11144798914342,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.0841629902573104}",20,10,19.313120661524202,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.08340892174326339}",30,22,7.351511831734767,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.08266160939748157}",30,16,25.988669381887007,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.0819209926872563}",30,22,15.615533728557025,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.08118701162222912}",20,10,18.4590391935248,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.08045960674953244}",25,12,23.406465064323214,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.0797387191489739}",20,0,-19.194526681330217,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
282,False,"{'a': 0.5, 'e': 0.07902429042826369}",35,25,21.282590901952368,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.07831626271828482}",25,7,17.878157828352183,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.07761457866840567}",20,16,8.873512366601943,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.0769191814418345}",20,8,23.271663023380196,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.07623001471101583}",30,23,18.504563840825707,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.07554702265306763}",25,16,-7.317177118978975,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.07487014994525978}",20,12,16.002871631986764,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.07419934176053282}",25,17,13.36050245869058,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.0735345437630571}",20,12,13.939241229234163,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.0728757021038313}",25,4,-15.934225087965315,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 1}",1
292,False,"{'a': 0.5, 'e': 0.07222276341632082}",25,17,13.470452654611687,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.07157567481213492}",20,3,24.401442685852683,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.07093438387674295}",20,12,10.714544335093489,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.07029883866522847}",20,14,4.246793968317838,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.06966898769808187}",25,13,-19.568977028745,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
297,False,"{'a': 0.5, 'e': 0.06904477995703044}",20,16,8.409934253361687,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.06842616488090583}",20,6,10.847211414530879,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.06781309236154871}",20,10,8.1695707516771,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.06720551273974978}",20,12,17.263579377583167,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.06660337680122749}",30,19,8.531945377156244,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.06600663577264156}",20,10,20.658380210635915,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.06541524131764247}",30,16,18.186311923814692,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.06482914553295599}",30,12,31.587156985319925,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.06424830094450311}",20,10,16.77148190641759,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.5, 'e': 0.06367266050355457}",20,7,22.177768764004973,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.06310217758291994}",20,5,-17.21705973654864,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
308,False,"{'a': 0.5, 'e': 0.06253680597317077}",25,2,37.49158929316381,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.5, 'e': 0.061976499878897494}",20,11,18.05373842118806,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.5, 'e': 0.061421213915000154}",20,10,20.38432516169241,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.06087090310301205}",20,12,14.20213618625353,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.060325522867456564}",20,10,23.716031232875718,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.05978502903223641}",20,8,22.406331138857247,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.5, 'e': 0.05924937781705543}",25,19,12.707854975667967,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.058718525833872284}",20,14,12.893104078750174,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.05819243008338615}",20,15,8.678401012306445,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.5, 'e': 0.05767104795155356}",20,14,12.055458776789294,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.05715433720613679}",20,11,5.237153132085065,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
319,False,"{'a': 0.5, 'e': 0.056642255993282896}",20,10,-21.236808360758616,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
320,False,"{'a': 0.5, 'e': 0.056134762834133725}",25,16,18.527528905801745,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.5, 'e': 0.055631816621465886}",25,15,19.56858700920613,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.05513337661636116}",20,10,9.324608995475751,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.05463940244490662}",25,12,18.311957149106252,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.05414985409492427}",30,19,23.23318572502765,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.053664691912730135}",30,13,30.11325216330685,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.5, 'e': 0.053183876599922186}",25,17,-28.118983690080317,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
327,False,"{'a': 0.5, 'e': 0.05270736921019719}",20,13,16.47578792884756,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.5, 'e': 0.05223513114619603}",20,14,-1.79581850942411,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.051767124156377374}",25,17,14.02003454089207,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.051303310331919136}",20,11,19.65270717223021,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.05084365210364794}",25,7,30.991791572296815,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.5, 'e': 0.05038811223899596}",25,7,-10.25925860987329,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
333,False,"{'a': 0.5, 'e': 0.049936653838985136}",20,7,22.18700257616495,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.04948924033523821}",25,15,20.182294734725453,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.5, 'e': 0.04904583548701675}",25,17,15.11426878251119,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.5, 'e': 0.048606403378285624}",25,17,13.023964045298905,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.048170908414803745}",20,10,21.224220831191897,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.047739315321240997}",25,17,14.623246296129299,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.04731158913832081}",25,12,22.808400539535313,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.5, 'e': 0.04688769521998851}",25,15,14.460869377704194,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.5, 'e': 0.04646759923060492}",25,20,8.015733168786834,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.046051267142165266}",25,20,10.901148173432338,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.04563866523154272}",20,15,11.091710518207574,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.045229760077756934}",25,19,13.062851675768922,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.04482451855926687}",25,12,22.807756985378454,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.044422907851287996}",20,6,18.421559978288666,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.04402489542313337}",20,11,16.778882411887604,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.5, 'e': 0.043630449035578694}",35,17,26.52615622301656,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.04323953673825091}",20,11,18.242605571526443,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.04285212686704019}",20,4,34.04888289976882,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.042468188041535175}",20,11,16.52976053173649,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.04208768916248107}",20,10,18.421160809673008,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.04171059940926063}",20,11,9.067504681204031,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.041336888237397666}",25,7,38.87195102025506,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.040966525376082946}",30,16,21.504513934068303,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.04059948082572219}",20,6,26.437479025062903,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.04023572485550615}",35,21,25.050873755932493,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.039875228001002336}",30,20,18.92942336191841,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.5, 'e': 0.039517961061768456}",20,11,15.464751489434875,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.03916389509898708}",20,6,23.159234889607944,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.5, 'e': 0.03881300143312164}",35,19,27.092759819391144,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.5, 'e': 0.038465251641593354}",25,10,28.671650376654846,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.5, 'e': 0.03812061755647895}",25,12,17.943163064483972,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.03777907126222914}",25,20,8.150880203014001,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.037440585093407336}",30,18,23.49351050877554,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.5, 'e': 0.037105131632448794}",35,22,23.023695540218732,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.5, 'e': 0.036772683707439746}",20,11,2.4232015578311,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
